pair	gene name1	gene name2	Uniprot1	Uniprot2	PPI Score	ourID	Phys_BioGRID	Gen_BioGRID	string	ExpCont	PDB_complex	UniFun1	UniFun2	KEGG1	KEGG2	Uniloc1	Uniloc2	Phob1	Phob2	KEGGpath1	KEGGpath2	UniPubsInt	UniPubsU	Human	pdbmono1	pdbmono2	orf_name1	orf_name2	orf_name_a	orf_name_b
YHR051W_YNL052W	COX6	COX5A	P00427	P00424	0.9995	1286549at2759_1591226at2759	0.008	na	999	na	ortholog	Cytochrome c oxidase subunit 6, mitochondrial (Cytochrome c oxidase polypeptide VI)	Cytochrome c oxidase subunit 5A, mitochondrial (Cytochrome c oxidase polypeptide Va)	YHR051W	YNL052W	Mitochondrion inner membrane {ECO:0000269|PubMed:30598554}; Peripheral membrane protein {ECO:0000269|PubMed:30598554}; Matrix side {ECO:0000269|PubMed:30598554}.	Mitochondrion inner membrane {ECO:0000269|PubMed:30598554}; Single-pass membrane protein {ECO:0000269|PubMed:30598554}.	-	Transmembrane	metabolism	metabolism	17322287, 14562106, 7851399, 10775262, 10764779, 1331058, 30598554, 30598556, 24374639	24	both	6giq_f	6giq_e	YHR051W	YNL052W	YHR051W	YNL052W
YDR064W_YNL308C	RPS13	KRI1	P05756	P42846	0.9995	1387147at2759_572360at2759	0	0	911	apms	na	40S ribosomal protein S13 (S27a) (Small ribosomal subunit protein uS15) (YS15)	Protein KRI1 (KRR1-interacting protein 1)	YDR064W	YNL308C	Cytoplasm {ECO:0000269|PubMed:22096102}.	Nucleus, nucleolus {ECO:0000269|PubMed:11027267, ECO:0000269|PubMed:14562095}.	-	-	genetic	genetic	24374639, 18407956	22	both	7aju_DN	na	YDR064W	YNL308C	YDR064W	YNL308C
YDR337W_YMR188C	MRPS17	MRPS28	Q03246	P21771	0.9995	1313009at2759_1628914at2759	na	na	996	apms	ortholog	37S ribosomal protein S17, mitochondrial (Mitochondrial small ribosomal subunit protein uS17m)	37S ribosomal protein S28, mitochondrial (Mitochondrial small ribosomal subunit protein uS15m)	YMR188C	YDR337W	Mitochondrion {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:14576278, ECO:0000269|PubMed:15543521}. Note=Mitoribosomes are tethered to the mitochondrial inner membrane and spatially aligned with the membrane insertion machinery through two distinct membrane contact sites, formed by the 21S rRNA expansion segment 96-ES1 and the inner membrane protein MBA1. {ECO:0000269|PubMed:25609543}.	Mitochondrion {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:14576278}. Note=Mitoribosomes are tethered to the mitochondrial inner membrane and spatially aligned with the membrane insertion machinery through two distinct membrane contact sites, formed by the 21S rRNA expansion segment 96-ES1 and the inner membrane protein MBA1. {ECO:0000269|PubMed:25609543}.	-	-	genetic	genetic	14562106, 28154081, 12392552, 25609543, 14576278, 14562095, 24374639	15	na	5mrf_QQ	5mrf_OO	YMR188C	YDR337W	YDR337W	YMR188C
YGR074W_YLR275W	SMD1	SMD2	Q02260	Q06217	0.9995	1579192at2759_1581611at2759	0	0.04	999	apms	ortholog	Small nuclear ribonucleoprotein Sm D1 (Sm-D1) (snRNP core protein D1)	Small nuclear ribonucleoprotein Sm D2 (Sm-D2) (snRNP core protein D2)	YGR074W	YLR275W	Nucleus.	Nucleus.	-	-	genetic	genetic	10449419, 14562106, 11884590, 9528767, 11302706, 11804584, 9012791, 10369684, 24374639	16	both	7dco_m	7dco_n	YGR074W	YLR275W	YGR074W	YLR275W
YGR083C_YLR291C	GCD2	GCD7	P12754	P32502	0.9995	797227at2759_918011at2759	0.311	na	999	y2h	ortholog	Translation initiation factor eIF-2B subunit delta (GCD complex subunit GCD2) (Guanine nucleotide exchange factor subunit GCD2) (eIF-2B GDP-GTP exchange factor subunit delta)	Translation initiation factor eIF-2B subunit beta (GCD complex subunit GCD7) (Guanine nucleotide exchange factor subunit GCD7) (eIF-2B GDP-GTP exchange factor subunit beta)	YGR083C	YLR291C	na	na	-	-	genetic	genetic	8506384, 9472020, 24374639, 14562106	9	both	6qg6_H	6qg6_D	YGR083C	YLR291C	YGR083C	YLR291C
YKL172W_YOL077C	EBP2	BRX1	P36049	Q08235	0.9995	1154126at2759_973436at2759	0.302	0.248	999	apms	ortholog	rRNA-processing protein EBP2 (EBNA1-binding protein homolog)	Ribosome biogenesis protein BRX1	YKL172W	YOL077C	Nucleus, nucleolus {ECO:0000269|PubMed:10849420, ECO:0000269|PubMed:10947841}.	Nucleus, nucleolus {ECO:0000269|PubMed:11843177, ECO:0000269|PubMed:14562095}.	-	-	genetic	genetic	19779198, 24374639	14	both	6em5_J	6em5_A	YKL172W	YOL077C	YKL172W	YOL077C
YJL096W_YMR286W	MRPL33	MRPL49	P20084	P40858	0.9995	1569021at2759_1586807at2759	na	na	929	na	ortholog	54S ribosomal protein L33, mitochondrial (Mitochondrial large ribosomal subunit protein uL30m) (YmL33)	54S ribosomal protein L49, mitochondrial (Mitochondrial large ribosomal subunit protein bL21m) (YmL49)	YMR286W	YJL096W	Mitochondrion {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:14576278}. Note=Mitoribosomes are tethered to the mitochondrial inner membrane and spatially aligned with the membrane insertion machinery through two distinct membrane contact sites, formed by the 21S rRNA expansion segment 96-ES1 and the inner membrane protein MBA1. {ECO:0000269|PubMed:25609543}.	Mitochondrion {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:14576278}. Note=Mitoribosomes are tethered to the mitochondrial inner membrane and spatially aligned with the membrane insertion machinery through two distinct membrane contact sites, formed by the 21S rRNA expansion segment 96-ES1 and the inner membrane protein MBA1. {ECO:0000269|PubMed:25609543}.	-	-	genetic	genetic	17322287, 24675956, 14562106, 25609543, 14576278, 14562095, 24374639	16	na	3j6b_U	3j6b_N	YMR286W	YJL096W	YJL096W	YMR286W
YKL058W_YOR194C	TOA1	TOA2	P32773	P32774	0.9995	1443035at2759_1589933at2759	2.267	0.325	999	gold	ortholog	Transcription initiation factor IIA large subunit (TFIIA large subunit) (TFIIA 32 kDa subunit)	Transcription initiation factor IIA subunit 2 (General transcription factor IIA subunit 2) (TFIIA 13.5 kDa subunit) (Transcription initiation factor IIA small chain) (Transcription initiation factor IIA small subunit)	YOR194C	YKL058W	Cytoplasm {ECO:0000269|PubMed:10525531}. Nucleus {ECO:0000269|PubMed:10525531}. Note=Imported to nucleus via interaction with KAP122.	Cytoplasm {ECO:0000269|PubMed:10525531}. Nucleus {ECO:0000269|PubMed:10525531}. Note=Imported to nucleus via interaction with KAP122.	-	-	genetic	genetic	17322287, 10525531, 1546313, 24374639, 8610010	13	both	7o75_U	7o75_V	YOR194C	YKL058W	YKL058W	YOR194C
YDR397C_YER159C	NCB2	BUR6	Q92317	P40096	0.9995	1465912at2759_1504101at2759	0.46	0.026	999	gold	homolog	Negative cofactor 2 complex subunit beta (NC2 complex subunit beta) (Transcriptional repressor YDR1)	Negative cofactor 2 complex subunit alpha (NC2 complex subunit alpha) (Transcription repressor BUR6)	YDR397C	YER159C	Nucleus {ECO:0000269|PubMed:14562095}.	Nucleus {ECO:0000269|PubMed:14562095}.	-	-	genetic	genetic	9096360, 14562106, 18407956, 8948634, 9023340, 14562095, 12237409, 24374639	13	both	na	na	YDR397C	YER159C	YDR397C	YER159C
YBR251W_YDR175C	MRPS5	RSM24	P33759	Q03976	0.9995	1093380at2759_1604037at2759	0.008	na	999	apms	ortholog	37S ribosomal protein S5, mitochondrial (Mitochondrial small ribosomal subunit protein uS5m)	37S ribosomal protein S24, mitochondrial (Mitochondrial ribosomal small subunit protein 24) (Mitochondrial small ribosomal subunit protein mS35)	YBR251W	YDR175C	Mitochondrion {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:14576278}. Note=Mitoribosomes are tethered to the mitochondrial inner membrane and spatially aligned with the membrane insertion machinery through two distinct membrane contact sites, formed by the 21S rRNA expansion segment 96-ES1 and the inner membrane protein MBA1. {ECO:0000269|PubMed:25609543}.	Mitochondrion {ECO:0000269|PubMed:11278769, ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:14576278}. Note=Mitoribosomes are tethered to the mitochondrial inner membrane and spatially aligned with the membrane insertion machinery through two distinct membrane contact sites, formed by the 21S rRNA expansion segment 96-ES1 and the inner membrane protein MBA1. {ECO:0000269|PubMed:25609543}.	-	-	genetic	genetic	14562106, 28154081, 12392552, 25609543, 14576278, 14562095, 11278769, 24374639	12	na	5mrf_EE	5mrf_YY	YBR251W	YDR175C	YBR251W	YDR175C
YLL045C_YMR121C	RPL15B	RPL8B	P54780	P29453	0.9995	1181691at2759_1200503at2759	na	0	999	gold	ortholog	60S ribosomal protein L15-B (L13) (Large ribosomal subunit protein eL15-B) (RP15R) (YL10) (YP18)	60S ribosomal protein L8-B (L4) (L4-1) (Large ribosomal subunit protein eL8-B) (RP6) (YL5)	YMR121C	YLL045C	Cytoplasm {ECO:0000269|PubMed:22096102}.	Cytoplasm {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:22096102}.	-	-	genetic	genetic	14562106, 1544921, 24524803, 22096102, 9559554, 24374639	14	both	7btb_N	7btb_G	YMR121C	YLL045C	YLL045C	YMR121C
YOR069W_YOR132W	VPS17	VPS5	P32913	Q92331	0.9995	672071at2759_947320at2759	2.962	na	999	gold	na	Vacuolar protein sorting-associated protein 17 (Carboxypeptidase Y-deficient protein 21)	Vacuolar protein sorting-associated protein 5 (Carboxypeptidase Y-deficient protein 10) (Vacuolar protein-targeting protein 5)	na	na	Endomembrane system; Peripheral membrane protein; Cytoplasmic side. Note=Membrane-associated on the cytoplasmic side of either the Golgi complex or an intermediate in Golgi to vacuole transport.	Cytoplasm. Golgi apparatus membrane {ECO:0000305}; Peripheral membrane protein {ECO:0000305}; Cytoplasmic side {ECO:0000305}. Endosome membrane {ECO:0000305}; Peripheral membrane protein {ECO:0000305}; Cytoplasmic side {ECO:0000305}.	-	-	na	na	9169874, 24374639, 9700157, 18407956, 14562106	13	2	na	na	YOR132W	YOR069W	YOR069W	YOR132W
YER050C_YPL118W	MRP51	RSM18	Q02950	P40033	0.9995	1430608at2759_1592020at2759	0	na	996	apms	ortholog	37S ribosomal protein MRP51, mitochondrial (Mitochondrial small ribosomal subunit protein bS1m)	37S ribosomal protein RSM18, mitochondrial (Mitochondrial small ribosomal subunit protein bS18m)	na	na	Mitochondrion {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:14576278, ECO:0000269|PubMed:9528754}. Note=Mitoribosomes are tethered to the mitochondrial inner membrane and spatially aligned with the membrane insertion machinery through two distinct membrane contact sites, formed by the 21S rRNA expansion segment 96-ES1 and the inner membrane protein MBA1. {ECO:0000269|PubMed:25609543}.	Mitochondrion {ECO:0000269|PubMed:14576278}. Note=Mitoribosomes are tethered to the mitochondrial inner membrane and spatially aligned with the membrane insertion machinery through two distinct membrane contact sites, formed by the 21S rRNA expansion segment 96-ES1 and the inner membrane protein MBA1. {ECO:0000269|PubMed:25609543}.	-	-	na	na	14562106, 28154081, 25609543, 14576278, 11278769, 24374639	15	2	5mrf_AA	5mrf_RR	YPL118W	YER050C	YER050C	YPL118W
YKL141W_YLL041C	SDH2	SDH3	P21801	P33421	0.9995	1264157at2759_1443173at2759	na	na	999	gold	homolog	Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial (EC 1.3.5.1) (Iron-sulfur subunit of complex II) (Ip)	Succinate dehydrogenase [ubiquinone] cytochrome b subunit, mitochondrial	YLL041C	YKL141W	Mitochondrion inner membrane; Peripheral membrane protein; Matrix side.	Mitochondrion inner membrane; Multi-pass membrane protein.	-	Transmembrane	metabolism	metabolism	17322287, 14672929, 11803020, 24374639, 14562106	15	both	na	6lo8_C	YLL041C	YKL141W	YKL141W	YLL041C
Q0275_YGL191W	COX3	COX13	P00420	P32799	0.9995	1304563at2759_1591077at2759	na	na	997	na	ortholog	Cytochrome c oxidase subunit 3 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide III)	Cytochrome c oxidase subunit 13, mitochondrial (Cytochrome c oxidase polypeptide VIa)	Q0275	YGL191W	Mitochondrion inner membrane {ECO:0000269|PubMed:30598554}; Multi-pass membrane protein {ECO:0000269|PubMed:30598554}.	Mitochondrion inner membrane {ECO:0000269|PubMed:30598554}; Single-pass membrane protein {ECO:0000269|PubMed:30598554}.	Transmembrane	Transmembrane	genetic,metabolism	metabolism	7851399, 10775262, 10764779, 1331058, 30598554, 30598556, 24374639	14	both	6t15_c	6zdb_B	Q0275	YGL191W	Q0275	YGL191W
YDR322W_YNL005C	MRP7	MRPL35	P12687	Q06678	0.9995	1177118at2759_1557122at2759	0.063	na	992	apms	ortholog	54S ribosomal protein L2, mitochondrial (Mitochondrial large ribosomal subunit protein bL27m) (YMR6) (YmL2)	54S ribosomal protein L35, mitochondrial (Mitochondrial large ribosomal subunit protein mL38) (YmL35)	na	na	Mitochondrion {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:14576278}. Note=Mitoribosomes are tethered to the mitochondrial inner membrane and spatially aligned with the membrane insertion machinery through two distinct membrane contact sites, formed by the 21S rRNA expansion segment 96-ES1 and the inner membrane protein MBA1. {ECO:0000269|PubMed:25609543}.	Mitochondrion {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:14576278}. Note=Mitoribosomes are tethered to the mitochondrial inner membrane and spatially aligned with the membrane insertion machinery through two distinct membrane contact sites, formed by the 21S rRNA expansion segment 96-ES1 and the inner membrane protein MBA1. {ECO:0000269|PubMed:25609543}.	-	-	na	na	24675956, 12392552, 14562106, 25609543, 14576278, 14562095, 24374639	18	both	3j6b_R	3j6b_1	YNL005C	YDR322W	YDR322W	YNL005C
YPL210C_YPL243W	SRP68	SRP72	P38687	P38688	0.9995	1019762at2759_743414at2759	0	na	999	apms	na	Signal recognition particle subunit SRP68 (Signal recognition particle 68 kDa protein homolog)	Signal recognition particle subunit SRP72 (Signal recognition particle 72 kDa protein homolog)	YPL243W	YPL210C	Cytoplasm {ECO:0000250}. Nucleus {ECO:0000269|PubMed:11352936}.	Cytoplasm {ECO:0000250}. Endoplasmic reticulum membrane. Nucleus. Note=Transiently localizes to the nucleolus during biogenesis of the SRP. The SRP-RNC complex is bound to the endoplasmic reticulum membrane due to the interaction of the SRP with the membrane SRP-receptor (SRP101-SRP102).	-	-	genetic,cellular	cellular,genetic	9169875, 11352936, 7925282, 24374639, 14562106	11	both	na	na	YPL243W	YPL210C	YPL210C	YPL243W
YER090W_YKL211C	TRP2	TRP3	P00899	P00937	0.9995	1092460at2759_535224at2759	0.001	na	999	gold	homolog	Anthranilate synthase component 1 (EC 4.1.3.27) (Anthranilate synthase component I)	Multifunctional tryptophan biosynthesis protein [Includes: Anthranilate synthase component 2 (AS) (EC 4.1.3.27) (Anthranilate synthase, glutamine amidotransferase component); Indole-3-glycerol phosphate synthase (EC 4.1.1.48) (PRAI)]	YER090W	YKL211C	na	na	-	-	metabolism	metabolism	24374639, 6323449, 18407956, 14562106	9	na	na	na	YER090W	YKL211C	YER090W	YKL211C
YJR104C_YMR038C	CCS1	SOD1	P40202	P00445	0.9995	1527306at2759_1574423at2759	5.5	0.611	998	gold	ortholog	Superoxide dismutase 1 copper chaperone	Superoxide dismutase [Cu-Zn] (EC 1.15.1.1)	na	na	Cytoplasm. Mitochondrion intermembrane space {ECO:0000269|PubMed:22984289}. Note=A small percentage (around 1-5 percent) localizes to the mitochondrial intermembrane space.	Cytoplasm {ECO:0000269|PubMed:11500508}. Mitochondrion intermembrane space {ECO:0000269|PubMed:11500508, ECO:0000269|PubMed:22984289}. Note=A small percentage (around 1-5 percent) localizes to the mitochondrial intermembrane space.	-	-	na	na	17322287, 14562106, 22984289, 11500508, 11524675, 24374639	27	both	1jk9_D	1f1g_F	YMR038C	YJR104C	YJR104C	YMR038C
YHR187W_YMR312W	ELP6	IKI1	Q04868	P38874	0.9995	1272502at2759_805928at2759	0.866	0.1	999	lit	ortholog	Elongator complex protein 6 (Gamma-toxin target 6) (HAT-associated protein 3)	Elongator complex protein 5 (Gamma-toxin target 5) (HAT-associated protein 2) (Protein IKI1)	YMR312W	YHR187W	Cytoplasm {ECO:0000269|PubMed:15780940}. Nucleus {ECO:0000269|PubMed:10024884}.	Cytoplasm {ECO:0000269|PubMed:15780940}. Nucleus {ECO:0000269|PubMed:10024884}.	-	-	genetic	genetic	22343726, 27974378, 11390369, 15769872, 27872205, 29332244, 11296232, 11435442, 11689709, 13680368, 22556426, 10024884, 15780940, 24374639, 11904415	22	both	4a8j_F	4a8j_E	YMR312W	YHR187W	YHR187W	YMR312W
YDR320C-A_YKL138C-A	DAD4	HSK3	P69851	P69852	0.9995	1605160at2759_1621293at2759	0.188	na	987	na	na	DASH complex subunit DAD4 (DUO1 and DAM1-interacting protein 4) (Helper of ASK1 protein 2) (Outer kinetochore protein DAD4)	DASH complex subunit HSK3 (Helper of ASK1 protein 3) (Outer kinetochore protein HSK3)	YDR320C-A	YKL138C-A	Nucleus {ECO:0000269|PubMed:14562095}. Cytoplasm, cytoskeleton, spindle {ECO:0000269|PubMed:14562095}. Chromosome, centromere, kinetochore {ECO:0000269|PubMed:14562095}. Note=Associates with the mitotic spindle and the kinetochore.	Nucleus. Cytoplasm, cytoskeleton, spindle. Chromosome, centromere, kinetochore. Note=Associates with the mitotic spindle and the kinetochore.	-	-	genetic	genetic	16715078, 22814378, 15664196, 15640796, 15632076, 16415853, 24374639, 16777964	13	na	na	na	YDR320C-A	YKL138C-A	YDR320C-A	YKL138C-A
YHR188C_YLR459W	GAB1	GPI16	P41733	P38875	0.9995	1339553at2759_887370at2759	na	0	999	na	na	GPI transamidase component GAB1 (Cell division control protein 91)	GPI transamidase component GPI16	YLR459W	YHR188C	Endoplasmic reticulum membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.	Endoplasmic reticulum membrane {ECO:0000269|PubMed:11598210}; Single-pass type I membrane protein {ECO:0000269|PubMed:11598210}.	Transmembrane	Transmembrane	metabolism	metabolism	24374639	8	both	na	na	YLR459W	YHR188C	YHR188C	YLR459W
YHR148W_YJR002W	IMP3	MPP10	P32899	P47083	0.9995	1336285at2759_435993at2759	1.504	na	999	apms	ortholog	U3 small nucleolar ribonucleoprotein protein IMP3 (U3 snoRNP protein IMP3) (Interacting with MPP10 protein 3)	U3 small nucleolar RNA-associated protein MPP10 (U3 snoRNA-associated protein MPP10) (M phase phosphoprotein 10)	YHR148W	YJR002W	Nucleus, nucleolus {ECO:0000269|PubMed:10409734}.	Nucleus, nucleolus {ECO:0000269|PubMed:12068309, ECO:0000269|PubMed:9315638}.	-	-	genetic	metabolism,genetic	15489263, 12068309, 24374639	16	both	7aju_CI	7aju_CK	YHR148W	YJR002W	YHR148W	YJR002W
YCL052C_YJR013W	GPI14	PBN1	P47088	P25580	0.9995	1003258at2759_1537024at2759	na	na	996	na	na	GPI mannosyltransferase 1 (EC 2.4.1.-) (GPI mannosyltransferase I) (GPI-MT-I) (Glycosylphosphatidylinositol-anchor biosynthesis protein 14)	Protein PBN1 (Protease B non-derepressible protein 1)	YJR013W	YCL052C	Endoplasmic reticulum membrane {ECO:0000269|PubMed:14562095}; Multi-pass membrane protein {ECO:0000269|PubMed:14562095}.	Endoplasmic reticulum membrane {ECO:0000269|PubMed:9649520}; Single-pass type III membrane protein {ECO:0000269|PubMed:9649520}.	Transmembrane	Transmembrane	metabolism	metabolism	17322287, 24374639	13	both	na	na	YJR013W	YCL052C	YCL052C	YJR013W
YIL034C_YKL007W	CAP2	CAP1	P13517	P28495	0.9995	1076134at2759_1200844at2759	0.113	1	999	gold	homolog	F-actin-capping protein subunit beta	F-actin-capping protein subunit alpha	YIL034C	YKL007W	Cytoplasm, cytoskeleton, actin patch {ECO:0000269|PubMed:1315784}. Bud {ECO:0000269|PubMed:1315784}. Bud tip {ECO:0000269|PubMed:1315784}. Note=Found at cortical actin spots at the site of bud emergence and at the tips of growing buds and shmoos.	na	-	-	genetic,cellular	cellular,genetic	22814378, 24374639, 18407956, 14562106	14	both	na	na	YIL034C	YKL007W	YIL034C	YKL007W
YGL105W_YGR264C	ARC1	MES1	P46672	P00958	0.9995	1434247at2759_333013at2759	3.585	0.333	999	lit	ortholog	tRNA-aminoacylation cofactor ARC1 (Acyl-RNA-complex protein 1) (GU4 nucleic-binding protein 1) (G4p1 protein) (P42) (tRNA-interacting factor ARC1)	Methionine--tRNA ligase, cytoplasmic (EC 6.1.1.10) (Methionyl-tRNA synthetase) (MetRS)	YGL105W	YGR264C	Cytoplasm {ECO:0000269|PubMed:11726524, ECO:0000269|PubMed:15710377, ECO:0000269|PubMed:17131041, ECO:0000269|PubMed:8895587}. Note=Largely excluded from the nucleus.	Cytoplasm {ECO:0000269|PubMed:11726524}. Note=Largely excluded from the nucleus.	-	Transmembrane	genetic	genetic,metabolism	11069915, 14562106, 9659920, 11726524, 16914447, 9169869, 24374639, 8895587	20	both	4r1j_A	na	YGL105W	YGR264C	YGL105W	YGR264C
YBL041W_YFR050C	PRE7	PRE4	P23724	P30657	0.9995	1092660at2759_1228942at2759	0	0.003	999	gold	ortholog	Proteasome subunit beta type-6 (Multicatalytic endopeptidase complex subunit C5) (Proteasome component C5)	Proteasome subunit beta type-7 (Macropain subunit PRE4) (Multicatalytic endopeptidase complex subunit PRE4) (Proteasome component PRE4) (Proteinase YSCE subunit PRE4)	YBL041W	YFR050C	Cytoplasm. Nucleus.	Cytoplasm {ECO:0000255|PROSITE-ProRule:PRU00809, ECO:0000269|PubMed:14562095}. Nucleus {ECO:0000269|PubMed:14562095}.	-	-	genetic,metabolism	genetic,metabolism	17322287, 22927375, 20227375, 11081519, 16531229, 9087403, 16608349, 16793518, 11062564, 24374639	21	both	7ls6_M	7ls5_2	YBL041W	YFR050C	YBL041W	YFR050C
YDL017W_YDR052C	CDC7	DBF4	P06243	P32325	0.9995	1361975at2759_615385at2759	8.299	3.06	999	gold	na	Cell division control protein 7 (EC 2.7.11.1)	DDK kinase regulatory subunit DBF4 (Dumbbell forming protein 4)	YDL017W	YDR052C	na	na	-	-	cellular,metabolism,genetic	genetic,cellular	24374639, 9169867, 18407956	28	both	na	3qbz_A	YDL017W	YDR052C	YDL017W	YDR052C
YHR083W_YNL026W	SAM35	SAM50	P14693	P53969	0.9995	1219712at2759_844748at2759	1.344	na	998	lit	ortholog	Sorting assembly machinery 35 kDa subunit (Mitochondrial 38 kDa outer membrane protein) (TOB complex 38 kDa subunit)	Sorting assembly machinery 50 kDa subunit (TOB complex 55 kDa subunit)	YHR083W	YNL026W	Mitochondrion outer membrane {ECO:0000269|PubMed:14699090, ECO:0000269|PubMed:15326197}.	Mitochondrion outer membrane {ECO:0000269|PubMed:14570913}; Multi-pass membrane protein {ECO:0000305|PubMed:14685243}.	-	-	cellular,genetic	genetic,cellular	24374639	12	both	7bty_B	7bty_A	YHR083W	YNL026W	YHR083W	YNL026W
YER146W_YFL017W-A	LSM5	SMX2	P40089	P40204	0.9995	1558822at2759_1593201at2759	0	na	999	na	homolog	U6 snRNA-associated Sm-like protein LSm5	Small nuclear ribonucleoprotein G (snRNP-G) (Sm protein G) (Sm-G) (SmG)	YER146W	YFL017W-A	Nucleus.	Nucleus.	-	-	genetic	genetic	17322287, 10369684, 24374639, 10449419	22	both	6aso_E	7dco_k	YER146W	YFL017W-A	YER146W	YFL017W-A
